"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002079",3.06484852801131,1.06112994552515,1.77213592723804,0.598785865810513,0.549315688867315,NA
"ENSG00000002330",688.667589034695,0.0103246419431304,0.0964225022817939,0.10707710024945,0.914727814058019,0.976989457490436
"ENSG00000002549",1229.98469317186,0.164300728725488,0.177395585311706,0.926182736942358,0.354351022345476,0.656729477666775
"ENSG00000002586",8367.26727634875,0.0792894308760599,0.13164008110015,0.602319827011788,0.546961265485186,0.801490814631203
"ENSG00000002587",1.95953335698007,0.399056442749025,1.15881067603973,0.344367247385754,0.730570117047998,NA
"ENSG00000002726",1.53531673945229,0.804939605370371,1.8033625142283,0.446354850463785,0.655340940970785,NA
"ENSG00000002745",7.28561888515924,-0.616755840397284,1.02005314561186,-0.604631085204229,0.545424147475142,NA
"ENSG00000002746",126.130005973738,0.193681254724149,0.308349478770702,0.628122529982211,0.529923674966579,0.788533509271845
"ENSG00000002822",351.152304336473,-0.0573898319667133,0.150034116411455,-0.382511880226807,0.702081718534866,0.893013427123571
"ENSG00000002834",8609.18275618938,0.416875055371325,0.108296983616804,3.84936903548843,0.000118422479333049,0.00183011066275411
"ENSG00000002919",251.500095596273,0.341973669874932,0.144338780689975,2.36924316694524,0.017824530040256,0.0988113131257967
"ENSG00000002933",546.441449222622,0.404466498425362,1.40062631378887,0.288775453126558,0.772753217770892,0.925756744263384
"ENSG00000003056",1837.96769229328,-0.00770187687693943,0.100389433711286,-0.0767199952446144,0.938846297516192,0.983555502335288
"ENSG00000003096",414.075308683702,-0.964578629321615,0.19174190427129,-5.03060941731789,4.88923265861529e-07,1.49289170594211e-05
"ENSG00000003137",106.506412172302,-1.03077632905586,0.583074413477823,-1.76782980907645,0.0770893599140963,0.267760568984027
"ENSG00000003147",9.33188603208963,0.254911504755497,0.570505284731506,0.446817078785633,0.655007138938191,NA
"ENSG00000003249",122.242063046478,-0.368497975015864,0.353315002467839,-1.04297290644885,0.296960841170331,0.600626063988122
"ENSG00000003393",860.859802380907,0.0548919352194725,0.166834695847637,0.329019901649252,0.74214064541413,0.912907738368828
"ENSG00000003400",95.3711570248671,-0.17839890837588,0.354603466800509,-0.503094089816788,0.614898121800284,0.845066429642949
"ENSG00000003402",3368.72335143759,1.16249955503505,0.126138593252646,9.21604978348418,3.08247089974473e-20,7.91254606383625e-18
"ENSG00000003436",5053.34063480256,-0.325443615737942,0.199411744750845,-1.63201829533445,0.102675632127147,0.322727153593645
"ENSG00000003509",302.835086615061,-0.100895148270195,0.125090107320675,-0.806579756235597,0.419908640720205,0.713270117060061
"ENSG00000003756",2957.87449781706,-0.183767842696339,0.0805067784641398,-2.28263813559742,0.0224516926503074,0.115147607581749
"ENSG00000003987",30.2673614014711,0.754687159849313,0.350816093212693,2.151233009119,0.0314578128448345,0.146009370375427
"ENSG00000003989",39.5398447202775,0.58693234913444,0.730281578309876,0.803706907810552,0.421566263729414,0.714323233853433
"ENSG00000004059",1684.3217819095,0.37968977103963,0.114194253668287,3.32494638602882,0.000884355393123792,0.00941039458790477
"ENSG00000004139",312.643392000576,-0.0807770695340632,0.20499248886579,-0.394048923358106,0.693544919623822,0.889780575001763
"ENSG00000004142",1468.18173216884,0.152287930258555,0.12737571415131,1.19558058043664,0.231860273431004,0.52301516847074
"ENSG00000004399",3661.96471974267,-0.0519472643852767,0.217224517166169,-0.23914089009363,0.810996335736194,0.9412628940704
"ENSG00000004455",1236.90625297069,-0.0918567972106065,0.164577790992488,-0.558136044096006,0.576751489362159,0.821567090518238
"ENSG00000004468",5.59935950029571,0.241581280751299,0.814160769391887,0.296724295536545,0.766677006806221,NA
"ENSG00000004478",612.469678830193,-0.00303832191426622,0.166569999965186,-0.0182405109857792,0.985446984911846,0.99535598841572
"ENSG00000004487",1255.80031118487,-0.33410552580399,0.096038368546315,-3.47887548342584,0.000503522488043448,0.00602833840428302
"ENSG00000004534",1306.14906893784,-0.303531255147873,0.158959516857919,-1.90948778121397,0.0561991964864539,0.217793457212729
"ENSG00000004660",79.865424377978,-0.645176178926617,0.378102799642384,-1.70635123447072,0.0879427042570549,0.291633951384519
"ENSG00000004700",1510.20849871797,0.409553280859452,0.119162326764517,3.43693591741282,0.000588334782701619,0.00677211546917452
"ENSG00000004766",495.212595858396,-0.114356684939024,0.129941106528754,-0.880065500394355,0.378823827182129,0.67780118933604
"ENSG00000004776",12520.3502740741,-0.154542224152932,0.245604661253985,-0.629231641467574,0.529197416702343,0.787974866398634
"ENSG00000004777",104.39554381318,-0.471433085352395,0.409422542902584,-1.1514585445398,0.249543640578696,0.544511128676524
"ENSG00000004779",366.340319770589,0.109903471791758,0.136529808339929,0.804977851562809,0.420832460944427,0.713813439525113
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100025,0.0378786102245329
"ENSG00000004809",1.40994350389939,0.0528321817693282,1.54297791913354,0.0342404004063754,0.97268545055012,NA
"ENSG00000004838",16.3434516100777,-0.923936691699483,0.411508242281193,-2.2452446798578,0.0247524292442055,0.123402931986094
"ENSG00000004846",22.073292550198,-1.58995194445532,0.64941153114935,-2.44829644715636,0.014353350643243,0.0843950499172589
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612708,0.274609505270296,0.203829497475611,0.838486741058441,0.953154821986797
"ENSG00000004866",523.884326788918,-0.614081619055333,0.212089244658635,-2.89539255063933,0.00378684648095202,0.0307827451458183
"ENSG00000004897",1680.01793286077,-0.161864823437843,0.100728098672608,-1.60694806683431,0.108065760929578,0.333625081483157
"ENSG00000004939",8.67357060287904,-0.609551433429278,0.567082211229239,-1.07489076779182,0.282423635833479,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362112576125,0.141786728980214,-1.1733264020735,0.240664938544885,0.533196504297169
"ENSG00000004975",1003.16479833127,-0.346747940303977,0.162599798918692,-2.13252379529306,0.0329638104607293,0.150963685947307
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783182,0.0941992558621479,2.3491403489112,0.0188168126294717,0.102326975681633
"ENSG00000005020",752.819690039845,0.073302940292479,0.150904592180528,0.485756856257802,0.627139566832089,0.852988660949437
"ENSG00000005022",1300.3667432696,-0.0771831248020263,0.116845445287119,-0.660557410794812,0.508896189255762,0.776204976276773
"ENSG00000005059",215.744400092371,0.223333752600783,0.257311169186684,0.867952033744598,0.385420591812453,0.68439381674283
"ENSG00000005073",0.424982332670398,-1.07930236636265,2.58025387820358,-0.418293089482371,0.675732841560343,NA
"ENSG00000005075",614.656589191918,0.0987773493243724,0.160706698121972,0.614643636380379,0.538790090091237,0.795453866954919
"ENSG00000005100",502.327471136299,0.314431865484895,0.130849122697266,2.40301088003752,0.0162607036287461,0.092722433430088
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.63314643041308,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931825433823469,0.623894022306394,1.49356365104882,0.135289705996061,0.380706539819833
"ENSG00000005156",284.201575596381,-0.385473065910847,0.204307350859976,-1.88673126193602,0.0591964806364344,0.225599068756618
"ENSG00000005175",347.42491006876,-0.199143010245023,0.288689162982227,-0.689818101198635,0.490308584009859,0.762986007709717
"ENSG00000005187",26.7924966379797,-0.327506483008707,0.41245102052436,-0.794049394258593,0.427166676533742,0.718188201166022
"ENSG00000005189",79.0300154216569,-0.439826193614043,0.271072683961487,-1.62253970848842,0.104687838021062,0.326813571142398
"ENSG00000005194",458.750922474384,0.128001736266061,0.161088911317722,0.794603025242363,0.426844458013579,0.717819384265856
"ENSG00000005206",687.428245938322,0.101318274776541,0.139402935093322,0.726801589282995,0.467347509364571,0.747502863208244
"ENSG00000005238",705.733199499233,-0.205823489524857,0.115328505482671,-1.7846714362893,0.0743146266797633,0.261378314227825
"ENSG00000005243",993.989596404182,-0.106568977506581,0.185248561010486,-0.575275602278761,0.565104919210969,0.81510105034628
"ENSG00000005249",301.336933757971,0.660280961014509,0.22556673706789,2.92720890321599,0.0034201906458007,0.028398457966366
"ENSG00000005302",469.935385547665,0.190286827870616,0.159050032795596,1.19639603039356,0.231542049697076,0.522725930279276
"ENSG00000005339",2604.13968768159,-0.104401332172607,0.135777656823319,-0.768913933376087,0.441944405343231,0.729978007602303
"ENSG00000005379",158.961412885247,0.120941682055544,0.284870280470672,0.424550015732495,0.671164737312128,0.877828408215727
"ENSG00000005381",7.12408517617175,1.17019134148194,1.30316102491845,0.897963735183964,0.369204883575515,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156959065151087,0.139209882250633,1.12749944625697,0.259531374498682,0.556980670432198
"ENSG00000005448",234.244457375311,0.280155169186978,0.158303055515268,1.76973949286758,0.0767705476700014,0.267100837229996
"ENSG00000005469",422.232491862876,-0.273993709010041,0.243915852509754,-1.12331243004833,0.261304826512355,0.559599826343594
"ENSG00000005471",33.2839581855106,-1.22916811609893,0.509500416059263,-2.41249678578469,0.0158436771391782,0.0909944976385492
"ENSG00000005483",1867.57277020935,0.013803578120724,0.131030399674049,0.105346378817906,0.916100962713086,0.977204471072665
"ENSG00000005486",856.445860419445,-0.151783526798129,0.189515705010534,-0.800902103546994,0.423188322236381,0.715624609471778
"ENSG00000005513",4.19025057528613,-0.664739149857514,1.01931793248618,-0.652141131507591,0.514310132052006,NA
"ENSG00000005700",579.449582755315,-0.0875213502560934,0.132880287580248,-0.658648109887921,0.51012176143317,0.777127043951049
"ENSG00000005801",220.819344240061,-0.245459370014967,0.221066529575411,-1.11034162650676,0.266851841958389,0.566032373453755
"ENSG00000005810",2862.99024994653,-0.0627162845815651,0.120435293399369,-0.520746724746166,0.602543220208658,0.839002388565375
"ENSG00000005812",1499.03049853399,0.408597279763832,0.171642594415545,2.38051214009631,0.0172885913592317,0.0969483723709488
"ENSG00000005844",3.21951546901152,-0.938815055266138,1.14112424414126,-0.822710638290428,0.410672564197951,NA
"ENSG00000005882",1066.40685200078,-0.127921181717228,0.145631561058773,-0.878389140288086,0.379732575700886,0.678398065189978
"ENSG00000005884",1294.27596518976,0.333534620078871,0.276376751676092,1.20681141975996,0.22750477713068,0.516885666013223
"ENSG00000005889",800.115454708102,0.0162935634136083,0.227734262436502,0.0715463858590508,0.942962908542876,0.985126994074912
"ENSG00000005893",5133.58060707205,0.0430752555250872,0.0826645473305496,0.52108499854046,0.602307560798277,0.838954107264776
"ENSG00000005961",10.2882547896421,-0.61982263349328,0.63719651893008,-0.972733866365164,0.330685588884048,0.636855702396859
"ENSG00000005981",6.43695995371267,-0.629663993690795,0.791503566241047,-0.795528940799535,0.426305883039215,NA
"ENSG00000006007",2603.73463702376,0.180766912818254,0.146939239347439,1.23021538440681,0.218616460355809,0.505067943662937
"ENSG00000006015",386.908775735769,-0.0531752737518205,0.320215053323188,-0.166061130480807,0.868108842764012,0.962595056357251
"ENSG00000006016",160.452316906975,0.192130469942415,0.492939506101784,0.389764803924526,0.696710471903666,0.890964643172756
"ENSG00000006025",160.463406583492,-0.652554601970725,0.315114137862469,-2.07085155365365,0.0383726707340831,0.166902383190031
"ENSG00000006042",3151.10977435982,0.00904096047030341,0.0981847999688772,0.0920810601352677,0.926633636335832,0.979848296697804
"ENSG00000006047",0.673880264953231,-0.28828899277359,2.11000864920198,-0.136629294331387,0.891323820108564,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450786,0.273247251714171,-2.13794553755246,0.0325211637499833,0.149433563408221
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430551,3.11297552344815,-0.326238152743519,0.744244177342232,NA
"ENSG00000006118",458.98540697157,-0.549888036433403,0.22108725153189,-2.48719920584876,0.0128753281274608,0.0782491350282481
"ENSG00000006125",6730.77886718365,0.0802578614252522,0.108527831422019,0.73951409858328,0.459594881896317,0.741708295860767
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690123228158,0.102590118814329,1.0887025428862,0.276285080080478,0.576796707391836
"ENSG00000006210",15.8841012169951,0.950279868961396,0.61316963681672,1.54978298321292,0.121193612700763,0.357444452649085
"ENSG00000006282",1394.30895675099,-0.106981530767097,0.168558648654322,-0.634684316830832,0.52563432422874,0.78618906017745
"ENSG00000006283",61.3642320498775,-1.17347549844753,0.461209913944058,-2.54434144403466,0.0109484004701415,0.0691754380977446
"ENSG00000006327",587.259201120954,-0.146104464368199,0.321307056543872,-0.454719127366098,0.649311318367318,0.865653161678964
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252646,0.735202753906778,-0.297283919423892,0.766249757437747,NA
"ENSG00000006451",1108.16420749476,-0.569179433484938,0.210671518782101,-2.70173888134184,0.00689779102970803,0.0483025745828574
"ENSG00000006453",212.928764376348,-0.273778930114738,0.157637938515703,-1.7367578686489,0.0824299185440616,0.279409381456986
"ENSG00000006459",410.885814318294,0.00560167733292838,0.312423497968064,0.0179297567864149,0.985694890343939,0.99535598841572
"ENSG00000006468",210.179164493274,0.048612062210696,0.406144751487982,0.119691469685617,0.904727557983932,0.973229552217249
"ENSG00000006530",277.887455661785,0.0331563103437836,0.201432210451251,0.164602822306852,0.869256609641407,0.962892622002371
"ENSG00000006534",1145.46216651212,0.427916521981316,0.262825503337596,1.62813926558589,0.103495359331755,0.324386841282993
"ENSG00000006555",4.76708315841851,-0.610580002303094,0.811523360994722,-0.752387462456629,0.451818084080088,NA
"ENSG00000006576",1076.37418478476,-0.416587761528717,0.195871238274832,-2.12684498856433,0.033432964895813,0.151963461388682
"ENSG00000006606",4.01454411368169,-0.433957880934078,0.899385404112892,-0.48250491830264,0.62944730538713,NA
"ENSG00000006607",957.991889094816,0.595861925335486,0.155053660031778,3.84294008418353,0.000121569155344697,0.00186730715790612
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236913,0.25133888125669,-0.432560285513006,0.665334246715015,0.874771001519134
"ENSG00000006634",92.842938687114,-0.448347904396817,0.297818726994719,-1.50543892562125,0.132211267772625,0.375554705008713
"ENSG00000006638",64.0929103692678,-0.485251401133186,0.293993814908545,-1.65054969365304,0.0988305582837558,0.315141721617622
"ENSG00000006652",1086.50811752792,-0.050994019888702,0.218671138829963,-0.233199589856962,0.81560642431795,0.943277076503539
"ENSG00000006659",1.43778491344811,-0.485808154122162,1.54326977279923,-0.314791465941168,0.752919991766199,NA
"ENSG00000006695",181.541477163383,0.196125214278241,0.202800613536295,0.967083929670363,0.333502078447717,0.639110335074108
"ENSG00000006704",291.607449568848,-0.0413723899708157,0.235419432246206,-0.17573906102852,0.860498946582366,0.96005543990752
"ENSG00000006712",1114.82190220928,-0.238931913803269,0.129796464174501,-1.84081989692757,0.0656479560432125,0.241670745882716
"ENSG00000006715",2208.49179423824,-0.13960432540234,0.134206350802331,-1.0402214542586,0.298237026187974,0.601918944778367
"ENSG00000006740",43.379700039727,-0.0199689503688071,0.379717673168433,-0.0525889411524686,0.95805942846049,0.990092804096494
"ENSG00000006744",938.900417504684,0.251716749270148,0.15381742152467,1.63646449651203,0.101742410331133,0.320684454623312
"ENSG00000006747",27.7360544388753,0.203422873843708,0.487478817022407,0.417295822383104,0.676462043823563,0.880383058666999
"ENSG00000006756",545.414312401993,-0.0147901884830371,0.158864975822689,-0.0930991139264363,0.925824821364411,0.979848296697804
"ENSG00000006757",168.95903743019,-0.0157237739884646,0.154076056441107,-0.102052027756011,0.918715378436656,0.977935795089024
"ENSG00000006788",11.2024027852827,2.95519566506426,1.06558260347776,2.77331448112923,0.0055488468810805,0.0410739423333158
"ENSG00000006831",1095.78070752679,0.243869398068221,0.0932019222248061,2.61657047673331,0.00888180268411273,0.0589718990139795
"ENSG00000006837",75.3675602917904,-0.148190196448867,0.313415249366703,-0.472823823181241,0.636338876141111,0.858561450258986
"ENSG00000007001",2.00323736390909,-0.284334112908851,1.40169857366522,-0.20284968412671,0.839252522808566,NA
"ENSG00000007038",0.887380960584451,0.607941216458294,1.95110338652524,0.311588417434397,0.755353337867784,NA
"ENSG00000007047",813.832894191521,-0.0377195317853239,0.175117680288932,-0.215395337141797,0.829459105114284,0.949377127188318
"ENSG00000007062",2.45626676455035,-0.552453765236131,1.02526595865661,-0.538839469477755,0.589997626716899,NA
"ENSG00000007080",662.955088766559,0.244243803157065,0.1588250190143,1.53781693005857,0.124093382877051,0.362327797122217
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.051565954359949,0.103637244893689,0.497561995331365,0.618792796310418,0.847994417723554
"ENSG00000007171",1.482516982495,-0.538363484516166,1.78169943649398,-0.302162908899806,0.762527877851067,NA
"ENSG00000007174",2.70167247050387,0.383779638887231,1.02562238283232,0.374191949504262,0.708261513034656,NA
"ENSG00000007202",6545.03722366678,0.0244029370808381,0.0920226484583478,0.265184033383734,0.790867694238324,0.932188592827412
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748929,0.960669066386979,-0.932449009852984,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785187,0.242085504302601,1.11657522231199,0.264175990729214,0.562818535917882
"ENSG00000007264",2.94325916834344,0.130029540920604,0.934638476620224,0.139122820398758,0.889353095513862,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655274233,1.53120649871176,0.40971329197077,0.682016278398938,NA
"ENSG00000007314",0.779954153372703,-0.684393456024241,2.03068597952153,-0.337025745450559,0.736097492250757,NA
"ENSG00000007341",281.675425442917,0.215543120141418,0.241297144887563,0.8932684232209,0.371713443720655,0.672271328534669
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250137,0.515864168536189,0.397054117620436,0.691327553547213,0.888906755261537
"ENSG00000007376",258.460977739524,0.120341850177406,0.199984987867698,0.601754418971784,0.547337620149637,0.801624413160713
"ENSG00000007384",1823.38777953572,0.0868116045427583,0.1506391221609,0.576288571637012,0.564420146230322,0.81483172366734
"ENSG00000007392",686.873099124053,-0.103853477906693,0.11015966731437,-0.94275409901447,0.345806694833728,0.650325448437307
"ENSG00000007402",23.7963910924727,0.739536517962881,0.519137318906016,1.42454894115745,0.154287628316621,0.412769145178455
"ENSG00000007516",11.2010825391975,-0.211644977337045,0.707152760681707,-0.299291735965246,0.764717459522533,0.922091325006091
"ENSG00000007520",580.560487206145,0.0714336082153264,0.150656436193301,0.474149064057727,0.635393612948034,0.858050492028352
"ENSG00000007541",653.546283118955,0.221748013687623,0.164697298587906,1.34639739442518,0.178174390795665,0.44888704337869
"ENSG00000007545",622.76848387059,0.166768403599035,0.157642472413706,1.05789005364861,0.290105570283229,0.593015098115738
"ENSG00000007866",1620.52184915199,0.553934461373928,0.156832395054799,3.53201557102012,0.00041240507102519,0.005127976026828
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756269,0.147724381428714,-0.26014039797602,0.794755477244605,0.933794500298102
"ENSG00000007933",877.805740707214,0.313996093721058,0.978772381072815,0.320806042132996,0.748357380267633,0.915794483205665
"ENSG00000007944",345.286662228229,-0.489789864742872,0.152322640725946,-3.21547645450874,0.00130228177581237,0.0129927914984705
"ENSG00000007952",10.1687462516428,0.809128458611218,0.573991511122061,1.40965230832334,0.158642373432464,0.41976529487121
"ENSG00000007968",3.95849086572913,0.162676335960858,0.819783077493918,0.198438270350933,0.84270217733409,NA
"ENSG00000008018",1517.71752051207,0.0478484393435358,0.110936141630615,0.431315156992363,0.666239230956019,0.875479131183788
"ENSG00000008056",17.7167030593017,0.676013565163083,0.458124729302829,1.4756102910922,0.140048540856609,0.388895333933506
"ENSG00000008083",305.072434597756,0.487459854580982,0.151932656611775,3.20839420208758,0.00133478408426748,0.013255629641455
"ENSG00000008086",372.53707879909,-0.17293529053288,0.189039000411845,-0.91481276432968,0.360289932669848,0.661817883470956
"ENSG00000008118",6.947918731314,-0.861305707934041,0.797917010811102,-1.0794427193105,0.280390415849758,NA
"ENSG00000008128",563.813333715399,0.133368795438244,0.368609963169701,0.361815492699648,0.71748991393329,0.900355020840142
"ENSG00000008130",1713.6319552007,0.83014126120587,0.15138528776809,5.48363234925166,4.16680278520296e-08,1.6563314483438e-06
"ENSG00000008196",1.08416182794751,-1.40315172411978,2.31102921164642,-0.607154473447849,0.543748402229704,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477360128,0.774036918488783,-0.0221849208039573,0.982300446086802,NA
"ENSG00000008256",3740.92435461127,1.19683521086011,0.207374531184231,5.77137030292712,7.8629466998253e-09,3.76849138509032e-07
"ENSG00000008277",19.3106346175362,-0.0241064269364656,0.47452963810572,-0.0508006771351443,0.959484351299749,0.990104479222652
"ENSG00000008282",1985.33227996644,0.28686409405861,0.139662741870545,2.0539772470206,0.0399778939392707,0.171710944557155
"ENSG00000008283",526.559923099993,0.0461205199046847,0.140844948264557,0.327455975332917,0.743323035649646,0.91369429225825
"ENSG00000008294",2928.30789180736,-0.166798754517566,0.135595725173486,-1.23011809040557,0.218652886650002,0.505067943662937
"ENSG00000008300",96.2831177707404,0.526617369940245,0.30273483838736,1.7395334238553,0.0819409783238847,0.278420306097689
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333953752,6.01259111207902,1.82581151492506e-09,9.5681368143737e-08
"ENSG00000008323",11.0031983554828,0.405444187987038,0.584041381860036,0.694204555669998,0.487553936046355,0.761394551600542
"ENSG00000008324",122.640499235734,0.570316063532945,0.25328689127876,2.2516604023746,0.0243437408113071,0.121919958527528
"ENSG00000008382",158.890722523391,0.132423892708588,0.205625800842922,0.644004264862398,0.51957266841664,0.782841291897887
"ENSG00000008394",3683.6269984121,0.00405145647153851,0.377714326608351,0.0107262451703068,0.991441858689231,0.997067573871503
"ENSG00000008405",286.125102009691,0.0862976818309523,0.187468459129561,0.460331739171715,0.645278122736618,0.863252851449761
"ENSG00000008438",1.71601671351819,2.69572186153615,1.6197408790158,1.66429204600562,0.0960540811630364,NA
"ENSG00000008441",11031.7971096393,-0.312692593643876,0.144617244236247,-2.16220821586851,0.0306021305559125,0.143511462246456
"ENSG00000008513",1583.37114858265,-0.56213941291209,0.225853185594969,-2.48895941596412,0.0128117589670596,0.0779879781174103
"ENSG00000008516",23.9019134428755,-0.178258532289545,0.486706312993067,-0.366254818420825,0.714174940405258,0.899586234721415
"ENSG00000008517",119.607617110672,-0.900335920469108,0.415638409017704,-2.16615187849677,0.030299582971877,0.142541919985846
"ENSG00000008710",5182.00878157707,0.404539834888905,0.145972294920843,2.77134667991811,0.00558249554547208,0.0412401294981159
"ENSG00000008735",19.7100642494594,0.378465888242691,0.4321769757438,0.875719692358276,0.381182437204918,0.680137607383186
"ENSG00000008838",1158.52573912739,-0.0257298840859982,0.124753943888714,-0.206245055538688,0.836599495075512,0.952349475530912
"ENSG00000008853",845.571636260842,0.364274124885516,0.177902833495694,2.04760159086692,0.0405990533489141,0.173626111259517
"ENSG00000008869",715.562444905458,0.102813344605354,0.112367270020839,0.914975905228335,0.360204279429061,0.661817883470956
"ENSG00000008952",5171.56671072198,0.082956096047773,0.141494926483499,0.586283184206237,0.557685229403722,0.810369890847641
"ENSG00000008988",10959.3107578206,-0.0290054280900609,0.143611669247942,-0.201971248171928,0.839939201592979,0.953531953795491
"ENSG00000009307",15902.4117972056,-0.0196345853419302,0.102492947435181,-0.191570111244461,0.848078956616458,0.955902842251453
"ENSG00000009335",2127.18026041807,0.197193707147097,0.0931986520205297,2.11584291051398,0.0343581702076819,0.15514445074399
"ENSG00000009413",8391.06888900911,0.969287576217046,0.150655684984787,6.43379356255242,1.2445786872895e-10,8.45253103991005e-09
"ENSG00000009694",10.1257165658402,1.26320195080811,1.21706570609159,1.03790776823765,0.299312996601673,0.602686436155255
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653388,0.277519332573273,-1.6132503184627,0.106690135413461,0.331178950776157
"ENSG00000009765",10.717478680374,1.6031334627843,0.941617965898264,1.70253066619749,0.0886559348515854,0.293036694309747
"ENSG00000009780",176.843521397315,0.426821765706175,0.18871749443979,2.26169686585338,0.0237161385126364,0.119872593232157
"ENSG00000009790",5.5982365472662,0.327318655578117,0.709782962403989,0.461153159367913,0.644688724775127,NA
"ENSG00000009830",429.561114742382,0.117386571222007,0.142679360052376,0.822729869119931,0.410661625694036,0.706206763360091
"ENSG00000009844",867.146195689117,-0.101431793723831,0.127326807710826,-0.796625593207324,0.425668508998402,0.717374363455364
"ENSG00000009950",6.89942793039643,0.614252420235965,0.930433657699704,0.660178632998479,0.509139202373805,NA
"ENSG00000009954",2947.57029221357,-0.0233654141664726,0.0833381498353843,-0.280368765236878,0.779194598170344,0.928126639485344
"ENSG00000010017",2202.06085895341,0.716872638971714,0.156810110094442,4.57159706437272,4.8402099075287e-06,0.000115259401021261
